Epoch [89/200] Batch 0/938                   Loss D: 0.4694, Loss G: 1.2215
Epoch [89/200] Batch 400/938                   Loss D: 0.5184, Loss G: 1.1163
Epoch [89/200] Batch 800/938                   Loss D: 0.5237, Loss G: 1.0644
Epoch [90/200] Batch 0/938                   Loss D: 0.5769, Loss G: 0.9631
Epoch [90/200] Batch 400/938                   Loss D: 0.4344, Loss G: 1.6728
Epoch [90/200] Batch 800/938                   Loss D: 0.5605, Loss G: 1.0961
Epoch [91/200] Batch 0/938                   Loss D: 0.4935, Loss G: 1.6925
Epoch [91/200] Batch 400/938                   Loss D: 0.4443, Loss G: 1.4707
Epoch [91/200] Batch 800/938                   Loss D: 0.5521, Loss G: 1.1431
Epoch [92/200] Batch 0/938                   Loss D: 0.5466, Loss G: 1.1656
Epoch [92/200] Batch 400/938                   Loss D: 0.5395, Loss G: 1.7642
Epoch [92/200] Batch 800/938                   Loss D: 0.3956, Loss G: 1.6759
Epoch [93/200] Batch 0/938                   Loss D: 0.4839, Loss G: 1.3444
Epoch [93/200] Batch 400/938                   Loss D: 0.5261, Loss G: 1.2002
Epoch [93/200] Batch 800/938                   Loss D: 0.4563, Loss G: 1.6844
Epoch [94/200] Batch 0/938                   Loss D: 0.5498, Loss G: 1.1106
Epoch [94/200] Batch 400/938                   Loss D: 0.4859, Loss G: 1.2086
Epoch [94/200] Batch 800/938                   Loss D: 0.5510, Loss G: 1.5344
Epoch [95/200] Batch 0/938                   Loss D: 0.5463, Loss G: 1.4787
Epoch [95/200] Batch 400/938                   Loss D: 0.5250, Loss G: 1.2286
Epoch [95/200] Batch 800/938                   Loss D: 0.4756, Loss G: 1.4553
Epoch [96/200] Batch 0/938                   Loss D: 0.5145, Loss G: 1.2253
Epoch [96/200] Batch 400/938                   Loss D: 0.4779, Loss G: 1.5596
Epoch [96/200] Batch 800/938                   Loss D: 0.6135, Loss G: 0.8058
Epoch [97/200] Batch 0/938                   Loss D: 0.5725, Loss G: 1.2867
Epoch [97/200] Batch 400/938                   Loss D: 0.5269, Loss G: 1.0915
Epoch [97/200] Batch 800/938                   Loss D: 0.4996, Loss G: 1.8861
Epoch [98/200] Batch 0/938                   Loss D: 0.5320, Loss G: 1.0819
Epoch [98/200] Batch 400/938                   Loss D: 0.4493, Loss G: 1.2646
Epoch [98/200] Batch 800/938                   Loss D: 0.4339, Loss G: 1.6193
Epoch [99/200] Batch 0/938                   Loss D: 0.5394, Loss G: 1.5200
Epoch [99/200] Batch 400/938                   Loss D: 0.5041, Loss G: 1.1389
Epoch [99/200] Batch 800/938                   Loss D: 0.4649, Loss G: 1.1619
Epoch [100/200] Batch 0/938                   Loss D: 0.4969, Loss G: 1.3388
Epoch [100/200] Batch 400/938                   Loss D: 0.5822, Loss G: 0.9508
Epoch [100/200] Batch 800/938                   Loss D: 0.5050, Loss G: 1.4724
Epoch [101/200] Batch 0/938                   Loss D: 0.4617, Loss G: 1.2443
Epoch [101/200] Batch 400/938                   Loss D: 0.5005, Loss G: 1.1044
Epoch [101/200] Batch 800/938                   Loss D: 0.5026, Loss G: 1.4961
Epoch [102/200] Batch 0/938                   Loss D: 0.4766, Loss G: 1.5257
Epoch [102/200] Batch 400/938                   Loss D: 0.4882, Loss G: 1.9276
Epoch [102/200] Batch 800/938                   Loss D: 0.4624, Loss G: 1.3819
Epoch [103/200] Batch 0/938                   Loss D: 0.3948, Loss G: 1.5640
Epoch [103/200] Batch 400/938                   Loss D: 0.4803, Loss G: 1.8442
Epoch [103/200] Batch 800/938                   Loss D: 0.5083, Loss G: 1.4568
Epoch [104/200] Batch 0/938                   Loss D: 0.5350, Loss G: 1.0950
Epoch [104/200] Batch 400/938                   Loss D: 0.4778, Loss G: 1.9695
Epoch [104/200] Batch 800/938                   Loss D: 0.5487, Loss G: 1.0359
Epoch [105/200] Batch 0/938                   Loss D: 0.4834, Loss G: 1.2911
Epoch [105/200] Batch 400/938                   Loss D: 0.4348, Loss G: 1.0782
Epoch [105/200] Batch 800/938                   Loss D: 0.5177, Loss G: 1.3038
Epoch [106/200] Batch 0/938                   Loss D: 0.4506, Loss G: 1.4708
Epoch [106/200] Batch 400/938                   Loss D: 0.5937, Loss G: 1.5443
Epoch [106/200] Batch 800/938                   Loss D: 0.4518, Loss G: 1.5204
Epoch [107/200] Batch 0/938                   Loss D: 0.4525, Loss G: 1.5730
Epoch [107/200] Batch 400/938                   Loss D: 0.4670, Loss G: 1.2719
Epoch [107/200] Batch 800/938                   Loss D: 0.5171, Loss G: 1.4323
Epoch [108/200] Batch 0/938                   Loss D: 0.5766, Loss G: 1.4887
Epoch [108/200] Batch 400/938                   Loss D: 0.4544, Loss G: 1.3586
Epoch [108/200] Batch 800/938                   Loss D: 0.5329, Loss G: 1.0591
Epoch [109/200] Batch 0/938                   Loss D: 0.4600, Loss G: 1.6258
Epoch [109/200] Batch 400/938                   Loss D: 0.4994, Loss G: 1.1660
Epoch [109/200] Batch 800/938                   Loss D: 0.5468, Loss G: 1.1853
Epoch [110/200] Batch 0/938                   Loss D: 0.4611, Loss G: 1.9155
Epoch [110/200] Batch 400/938                   Loss D: 0.5074, Loss G: 1.2541
Epoch [110/200] Batch 800/938                   Loss D: 0.4756, Loss G: 1.3942
Epoch [111/200] Batch 0/938                   Loss D: 0.5639, Loss G: 1.6105
Epoch [111/200] Batch 400/938                   Loss D: 0.5442, Loss G: 0.9667
Epoch [111/200] Batch 800/938                   Loss D: 0.5046, Loss G: 1.6831
Epoch [112/200] Batch 0/938                   Loss D: 0.5559, Loss G: 1.4347
Epoch [112/200] Batch 400/938                   Loss D: 0.4513, Loss G: 1.3157
Epoch [112/200] Batch 800/938                   Loss D: 0.4194, Loss G: 1.2477
Epoch [113/200] Batch 0/938                   Loss D: 0.4875, Loss G: 1.4589
Epoch [113/200] Batch 400/938                   Loss D: 0.5724, Loss G: 0.9593
Epoch [113/200] Batch 800/938                   Loss D: 0.5430, Loss G: 1.3109
Epoch [114/200] Batch 0/938                   Loss D: 0.4242, Loss G: 1.3706
Epoch [114/200] Batch 400/938                   Loss D: 0.4841, Loss G: 1.6683
Epoch [114/200] Batch 800/938                   Loss D: 0.5316, Loss G: 1.3662
Epoch [115/200] Batch 0/938                   Loss D: 0.5149, Loss G: 1.1840
Epoch [115/200] Batch 400/938                   Loss D: 0.4793, Loss G: 1.3588
Epoch [115/200] Batch 800/938                   Loss D: 0.4424, Loss G: 1.3485
Epoch [116/200] Batch 0/938                   Loss D: 0.5510, Loss G: 1.2982
